playerid,birthyear,birthcountry,deathyear,namefirst,namelast,weight,height,bats,throws
carsoal01,1882.0,USA,1962.0,Al,Carson,162.0,70.0,R,R
carsoki01,1912.0,USA,1983.0,Kit,Carson,180.0,72.0,L,L
carsoma01,1981.0,USA,,Matt,Carson,200.0,74.0,R,R
carsoro01,1989.0,USA,,Robert,Carson,240.0,76.0,L,L
carswfr01,1919.0,USA,1998.0,Frank,Carswell,195.0,72.0,R,R
cartean01,1968.0,USA,,Andy,Carter,200.0,77.0,L,L
cartear01,1918.0,USA,1989.0,Arnold,Carter,170.0,70.0,L,L
cartebl01,1902.0,USA,1976.0,Blackie,Carter,175.0,70.0,R,R
cartech01,1982.0,USA,,Chris,Carter,230.0,72.0,L,L
cartech02,1986.0,USA,,Chris,Carter,245.0,76.0,R,R
cartega01,1954.0,USA,2012.0,Gary,Carter,205.0,74.0,R,R
carteho01,1904.0,USA,1991.0,Howie,Carter,154.0,70.0,R,R
carteje01,1964.0,USA,,Jeff,Carter,195.0,75.0,R,R
cartejo01,1960.0,USA,,Joe,Carter,215.0,75.0,R,R
cartela01,1965.0,USA,,Larry,Carter,195.0,77.0,R,R
cartela02,1974.0,USA,,Lance,Carter,190.0,73.0,R,R
carteni01,1879.0,USA,1961.0,Nick,Carter,140.0,68.0,L,R
cartepa01,1894.0,USA,1984.0,Paul,Carter,175.0,75.0,L,R
carteso01,1908.0,USA,2006.0,Sol,Carter,178.0,72.0,R,R
cartest01,1964.0,USA,,Steve,Carter,201.0,76.0,L,R
cartwal99,1820.0,USA,1892.0,Alexander,Cartwright,,,,
cartwed01,1859.0,USA,1933.0,Ed,Cartwright,220.0,70.0,R,R
cartyri01,1939.0,D.R.,,Rico,Carty,200.0,75.0,R,R
carusmi01,1977.0,USA,,Mike,Caruso,172.0,73.0,L,R
carutbo01,1864.0,USA,1911.0,Bob,Caruthers,138.0,67.0,L,R
carvama01,1984.0,Venezuela,2018.0,Marcos,Carvajal,175.0,76.0,R,R
carych01,1960.0,USA,,Chuck,Cary,210.0,76.0,L,L
carysc01,1923.0,USA,2011.0,Scott,Cary,168.0,71.0,L,L
casalcu01,1988.0,USA,,Curt,Casali,235.0,75.0,R,R
casalje01,1933.0,USA,,Jerry,Casale,200.0,74.0,R,R
casanpa01,1941.0,Cuba,2017.0,Paul,Casanova,180.0,76.0,R,R
casanra01,1972.0,P.R.,,Raul,Casanova,200.0,72.0,B,R
cascajo01,1907.0,USA,2002.0,Joe,Cascarella,175.0,70.0,R,R
casech01,1879.0,USA,1964.0,Charlie,Case,170.0,72.0,R,R
casege01,1915.0,USA,1989.0,George,Case,183.0,72.0,R,R
caseybi01,,,,Tommy,Casey,,,,L
caseybo01,1859.0,CAN,1936.0,Bob,Casey,190.0,71.0,R,
caseyda01,1862.0,USA,1943.0,Dan,Casey,180.0,72.0,R,L
caseyde01,1858.0,USA,1909.0,Dennis,Casey,164.0,69.0,L,R
caseydo01,1870.0,USA,1936.0,Doc,Casey,157.0,66.0,B,R
caseyhu01,1913.0,USA,1951.0,Hugh,Casey,207.0,73.0,R,R
caseyjo01,1887.0,USA,1966.0,Joe,Casey,180.0,69.0,R,R
caseyse01,1974.0,USA,,Sean,Casey,215.0,76.0,L,R
cashda01,1948.0,USA,,Dave,Cash,170.0,71.0,R,R
cashica01,1889.0,USA,1935.0,Carl,Cashion,200.0,74.0,L,R
cashke01,1977.0,USA,,Kevin,Cash,200.0,72.0,R,R
cashnan01,1986.0,USA,,Andrew,Cashner,235.0,78.0,R,R
cashno01,1934.0,USA,1986.0,Norm,Cash,185.0,72.0,L,L
cashro01,1949.0,USA,2009.0,Ron,Cash,180.0,72.0,R,R
casiala01,1965.0,USA,,Larry,Casian,170.0,72.0,R,L
casilal01,1984.0,D.R.,,Alexi,Casilla,170.0,69.0,B,R
casimca01,1976.0,D.R.,,Carlos,Casimiro,179.0,71.0,R,R
caskecr01,1949.0,USA,,Craig,Caskey,185.0,71.0,B,L
caskied01,1851.0,USA,1924.0,Ed,Caskin,165.0,69.0,R,R
cassaha01,1880.0,USA,1969.0,Harry,Cassady,145.0,68.0,L,L
cassebo01,1985.0,USA,,Bobby,Cassevah,220.0,75.0,R,R
casseja01,1980.0,USA,,Jack,Cassel,190.0,74.0,R,R
cassied01,1867.0,USA,1918.0,Ed,Cassian,160.0,68.0,,R
cassija01,1919.0,USA,2010.0,Jack,Cassini,175.0,70.0,R,R
cassijo01,1855.0,USA,1891.0,John,Cassidy,168.0,68.0,R,L
cassijo02,1883.0,USA,1906.0,Joe,Cassidy,144.0,69.0,R,R
cassipe01,1873.0,USA,1929.0,Pete,Cassidy,165.0,70.0,R,R
cassisc01,1975.0,USA,,Scott,Cassidy,175.0,74.0,R,R
casteal01,1986.0,USA,,Alex,Castellanos,200.0,72.0,R,R
castege01,1907.0,USA,1955.0,George,Caster,180.0,73.0,R,R
casteni01,1992.0,USA,,Nick,Castellanos,210.0,76.0,R,R
castepe01,1970.0,Venezuela,,Pedro,Castellano,165.0,67.0,R,R
castial01,1970.0,D.R.,,Alberto,Castillo,184.0,72.0,R,R
castial02,1975.0,Cuba,,Alberto,Castillo,255.0,74.0,L,L
castibo01,1955.0,USA,2014.0,Bobby,Castillo,170.0,70.0,R,R
castibr01,1968.0,D.R.,,Braulio,Castillo,160.0,72.0,R,R
castica01,1958.0,D.R.,2015.0,Carmelo,Castillo,185.0,73.0,R,R
castica02,1975.0,USA,,Carlos,Castillo,240.0,74.0,R,R
castifa01,1989.0,D.R.,,Fabio,Castillo,235.0,73.0,R,R
castifr01,1969.0,USA,2013.0,Frank,Castillo,180.0,73.0,R,R
castiji01,1918.0,USA,2007.0,Jim,Castiglia,200.0,71.0,L,R
castijo01,1954.0,USA,,John,Castino,175.0,71.0,R,R
castijo02,1981.0,Venezuela,,Jose,Castillo,210.0,73.0,R,R
castiju01,1962.0,D.R.,,Juan,Castillo,162.0,71.0,B,R
castiju02,1970.0,Venezuela,,Juan,Castillo,205.0,77.0,R,R
castile01,1989.0,D.R.,,Lendy,Castillo,180.0,73.0,B,R
castilu01,1975.0,D.R.,,Luis,Castillo,145.0,71.0,B,R
castilu02,1992.0,D.R.,,Luis,Castillo,190.0,74.0,R,R
castima01,1957.0,D.R.,,Manny,Castillo,160.0,69.0,B,R
castima02,1957.0,USA,,Marty,Castillo,190.0,73.0,R,R
castipe01,1921.0,USA,2010.0,Pete,Castiglione,175.0,71.0,R,R
castiru01,1987.0,Cuba,,Rusney,Castillo,195.0,69.0,R,R
castito01,1957.0,USA,,Tony,Castillo,190.0,76.0,R,R
castito02,1963.0,Venezuela,,Tony,Castillo,177.0,70.0,L,L
castivi01,1917.0,USA,1967.0,Vince,Castino,175.0,69.0,R,R
castivi02,1967.0,Mexico,,Vinny,Castilla,175.0,73.0,R,R
castiwe01,1987.0,D.R.,,Welington,Castillo,220.0,70.0,R,R
castiwi01,1984.0,D.R.,,Wilkin,Castillo,215.0,72.0,B,R
castldo01,1950.0,USA,,Don,Castle,205.0,73.0,L,L
castlfo01,1931.0,USA,,Foster,Castleman,175.0,72.0,R,R
castljo01,1879.0,USA,1929.0,John,Castle,,70.0,,
castlro01,1885.0,USA,1967.0,Roy,Castleton,167.0,71.0,R,L
castlsl01,1913.0,USA,1998.0,Slick,Castleman,185.0,72.0,R,R
castnpa01,1897.0,USA,1986.0,Paul,Castner,187.0,71.0,L,L
castoko01,1981.0,USA,,Kory,Casto,195.0,73.0,L,R
castran01,1982.0,D.R.,,Angel,Castro,240.0,71.0,R,R
castrbe01,1979.0,D.R.,,Bernie,Castro,170.0,70.0,B,R
castrbi01,1952.0,D.R.,,Bill,Castro,170.0,71.0,R,R
castrda01,1992.0,Mexico,,Daniel,Castro,190.0,71.0,R,R
castrfa01,1985.0,D.R.,,Fabio,Castro,185.0,67.0,L,L
castrja01,1987.0,USA,,Jason,Castro,215.0,75.0,L,R
castrju01,1972.0,Mexico,,Juan,Castro,190.0,71.0,R,R
castrlu01,1876.0,Colombia,1941.0,Lou,Castro,,67.0,R,R
castrmi01,1994.0,D.R.,,Miguel,Castro,205.0,79.0,R,R
castrra01,1976.0,P.R.,,Ramon,Castro,240.0,75.0,R,R
castrra02,1979.0,Venezuela,,Ramon,Castro,195.0,72.0,R,R
castrsi01,1988.0,D.R.,,Simon,Castro,230.0,77.0,R,R
castrst01,1990.0,D.R.,,Starlin,Castro,230.0,74.0,R,R
catalfr01,1974.0,USA,,Frank,Catalanotto,170.0,72.0,L,R
caterda01,1940.0,USA,,Danny,Cater,170.0,72.0,R,R
catesel01,1877.0,USA,1964.0,Eli,Cates,175.0,69.0,R,R
catetr01,1980.0,USA,,Troy,Cate,220.0,73.0,L,L
catheha01,1919.0,USA,1997.0,Hardin,Cathey,190.0,76.0,R,R
cathemi01,1970.0,USA,,Mike,Cather,195.0,74.0,R,R
cathete01,1889.0,USA,1945.0,Ted,Cather,178.0,70.0,R,R
catoke01,1958.0,USA,,Keefe,Cato,185.0,73.0,R,R
catonho01,1894.0,USA,1948.0,Howdy,Caton,165.0,66.0,R,R
cattajo01,1863.0,USA,1926.0,John,Cattanach,190.0,70.0,,
catteto01,1884.0,USA,1920.0,Tom,Catterson,170.0,70.0,L,L
caudibi01,1956.0,USA,,Bill,Caudill,190.0,73.0,R,R
caulfja01,1917.0,USA,1986.0,Jake,Caulfield,170.0,71.0,R,R
causere01,1893.0,USA,1960.0,Red,Causey,160.0,73.0,R,R
causewa01,1936.0,USA,,Wayne,Causey,175.0,70.0,L,R
cavanjo01,1900.0,USA,1961.0,John,Cavanaugh,158.0,69.0,R,R
cavarph01,1916.0,USA,2010.0,Phil,Cavarretta,175.0,71.0,L,L
cavazan01,1981.0,USA,,Andy,Cavazos,225.0,75.0,R,R
cavenik01,1894.0,USA,1949.0,Ike,Caveney,168.0,69.0,R,R
cavetpu01,1889.0,USA,1966.0,Pug,Cavet,176.0,75.0,L,L
cayloop99,1849.0,USA,1897.0,Ollie,Caylor,,,,
ceccaar01,1930.0,USA,2012.0,Art,Ceccarelli,190.0,72.0,R,L
cecchga01,1991.0,USA,,Garin,Cecchini,220.0,75.0,L,R
cecchga02,1993.0,USA,,Gavin,Cecchini,196.0,74.0,R,R
cecenjo01,1963.0,Mexico,,Jose,Cecena,180.0,71.0,R,R
cecilbr01,1986.0,USA,,Brett,Cecil,235.0,75.0,R,L
cecilda01,1990.0,USA,,Darrell,Ceciliani,220.0,73.0,L,L
cecilre01,1916.0,USA,1966.0,Rex,Cecil,195.0,75.0,L,R
cedajo01,1987.0,D.R.,,Jose,Ceda,280.0,77.0,R,R
cedenan01,1969.0,D.R.,2000.0,Andujar,Cedeno,170.0,73.0,R,R
cedence01,1951.0,D.R.,,Cesar,Cedeno,175.0,74.0,R,R
cedendo01,1968.0,D.R.,,Domingo,Cedeno,170.0,73.0,B,R
cedenro01,1974.0,Venezuela,,Roger,Cedeno,165.0,73.0,B,R
cedenro02,1983.0,Venezuela,,Ronny,Cedeno,195.0,72.0,R,R
cedenxa01,1986.0,P.R.,,Xavier,Cedeno,210.0,71.0,L,L
centeju01,1989.0,P.R.,,Juan,Centeno,195.0,69.0,L,R
centepe01,1912.0,USA,2004.0,Pete,Center,190.0,76.0,R,R
cepedor01,1937.0,P.R.,,Orlando,Cepeda,210.0,74.0,R,R
cepicma01,1977.0,USA,,Matthew,Cepicky,215.0,74.0,L,R
cerdaja01,1978.0,USA,,Jaime,Cerda,175.0,72.0,L,L
cermaed01,1881.0,USA,1911.0,Ed,Cermak,170.0,71.0,R,R
ceronri01,1954.0,USA,,Rick,Cerone,192.0,71.0,R,R
cerroju01,1976.0,Mexico,,Juan,Cerros,200.0,73.0,R,R
cerutjo01,1960.0,USA,2004.0,John,Cerutti,195.0,74.0,L,L
cervbo01,1925.0,USA,2017.0,Bob,Cerv,200.0,72.0,R,R
cervefr01,1986.0,Venezuela,,Francisco,Cervelli,210.0,73.0,R,R
cervehu01,1990.0,USA,,Hunter,Cervenka,245.0,73.0,L,L
cervemi01,1976.0,USA,,Mike,Cervenak,195.0,71.0,R,R
cespeyo01,1985.0,Cuba,,Yoenis,Cespedes,220.0,70.0,R,R
cessalu01,1992.0,Mexico,,Luis,Cessa,205.0,72.0,R,R
ceyro01,1948.0,USA,,Ron,Cey,185.0,70.0,R,R
chacial01,1993.0,Venezuela,,Alejandro,Chacin,204.0,72.0,R,R
chacigu01,1980.0,Venezuela,,Gustavo,Chacin,205.0,71.0,L,L
chacijh01,1988.0,Venezuela,,Jhoulys,Chacin,215.0,75.0,R,R
chacoel01,1936.0,Venezuela,1992.0,Elio,Chacon,160.0,69.0,R,R
chacosh01,1977.0,USA,,Shawn,Chacon,212.0,75.0,R,R
chadbch01,1884.0,USA,1943.0,Chet,Chadbourne,170.0,69.0,L,R
chadwhe99,1824.0,United Kingdom,1908.0,Henry,Chadwick,,,,
chadwra01,1962.0,USA,,Ray,Chadwick,180.0,74.0,B,R
chafian01,1990.0,USA,,Andrew,Chafin,225.0,74.0,R,L
chagnle01,1902.0,USA,1953.0,Leon,Chagnon,182.0,72.0,R,R
chakabo01,1927.0,USA,2010.0,Bob,Chakales,185.0,73.0,R,R
chalkda01,1950.0,USA,,Dave,Chalk,175.0,70.0,R,R
chalmge01,1888.0,United Kingdom,1960.0,George,Chalmers,189.0,73.0,R,R
chambad01,1986.0,USA,,Adron,Chambers,200.0,70.0,L,L
chambal01,1961.0,USA,,Al,Chambers,217.0,76.0,L,L
chambbi01,1888.0,USA,1962.0,Bill,Chambers,185.0,69.0,R,R
chambbi02,1909.0,USA,1994.0,Bill,Chamberlain,173.0,70.0,R,L
chambch01,1948.0,USA,,Chris,Chambliss,195.0,73.0,L,R
chambcl01,1922.0,USA,2012.0,Cliff,Chambers,208.0,75.0,L,L
chambcr01,1957.0,USA,,Craig,Chamberlain,190.0,73.0,R,R
chambel01,1867.0,USA,1929.0,Ice Box,Chamberlain,168.0,69.0,R,R
chambji01,1975.0,USA,,Jim,Chamblee,170.0,76.0,R,R
chambjo01,1910.0,USA,1983.0,Joe,Chamberlain,175.0,73.0,R,R
chambjo02,1911.0,USA,1977.0,Johnnie,Chambers,185.0,72.0,L,R
chambjo03,1985.0,USA,,Joba,Chamberlain,245.0,75.0,R,R
chambro01,1875.0,USA,1902.0,Rome,Chambers,173.0,74.0,L,L
chambwe01,1966.0,USA,,Wes,Chamberlain,210.0,74.0,R,R
champbi01,1947.0,USA,2017.0,Bill,Champion,188.0,76.0,R,R
champmi01,1955.0,USA,,Mike,Champion,185.0,72.0,R,R
chancbo01,1940.0,USA,2013.0,Bob,Chance,215.0,74.0,L,R
chancde01,1941.0,USA,2015.0,Dean,Chance,200.0,75.0,R,R
chancfr01,1876.0,USA,1924.0,Frank,Chance,190.0,72.0,R,R
chanded01,1917.0,USA,2003.0,Ed,Chandler,190.0,74.0,R,R
chandha99,1898.0,USA,1991.0,Happy,Chandler,,,,
chandsp01,1907.0,USA,1990.0,Spud,Chandler,181.0,72.0,R,R
chaneda01,1948.0,USA,,Darrel,Chaney,188.0,74.0,B,R
chanees01,1891.0,USA,1952.0,Esty,Chaney,170.0,71.0,R,R
channle01,1886.0,USA,1954.0,Les,Channell,180.0,72.0,L,L
chantch01,1951.0,USA,,Charlie,Chant,190.0,72.0,R,R
chapida01,1966.0,USA,,Darrin,Chapin,170.0,72.0,R,R
chapled01,1893.0,USA,1978.0,Ed,Chaplin,158.0,67.0,L,R
chaplti01,1905.0,USA,1939.0,Tiny,Chaplin,195.0,73.0,R,R
chapmar01,1988.0,Cuba,,Aroldis,Chapman,212.0,76.0,L,L
chapmbe01,1908.0,USA,1993.0,Ben,Chapman,190.0,72.0,R,R
chapmca01,1910.0,USA,1983.0,Calvin,Chapman,160.0,69.0,L,R
chapmed01,1905.0,USA,2000.0,Ed,Chapman,185.0,73.0,B,R
chapmfr01,1861.0,USA,1937.0,Frank,Chapman,165.0,68.0,R,R
chapmfr02,1916.0,USA,1997.0,Fred,Chapman,185.0,73.0,R,R
chapmgl01,1906.0,USA,1988.0,Glenn,Chapman,170.0,71.0,R,R
chapmha01,1885.0,USA,1918.0,Harry,Chapman,160.0,71.0,R,R
chapmja01,1843.0,USA,1916.0,Jack,Chapman,170.0,71.0,,R
chapmja02,1987.0,USA,,Jaye,Chapman,195.0,72.0,R,R
chapmjo01,1899.0,USA,1953.0,John,Chapman,175.0,70.0,R,R
chapmke01,1956.0,USA,,Kelvin,Chapman,173.0,71.0,R,R
chapmke02,1988.0,USA,,Kevin,Chapman,230.0,75.0,L,L
chapmma01,1993.0,USA,,Matt,Chapman,210.0,72.0,R,R
chapmra01,1891.0,USA,1920.0,Ray,Chapman,170.0,70.0,R,R
chapmsa01,1916.0,USA,2006.0,Sam,Chapman,180.0,72.0,R,R
chapmtr01,1978.0,USA,,Travis,Chapman,180.0,74.0,R,R
chappbi01,1881.0,USA,1944.0,Bill,Chappelle,206.0,74.0,R,R
chappha01,1957.0,USA,,Harry,Chappas,150.0,67.0,B,R
chappla01,1890.0,USA,1918.0,Larry,Chappell,186.0,72.0,L,R
charbjo01,1955.0,USA,,Joe,Charboneau,205.0,74.0,R,R
chargjt01,1990.0,USA,,J. T.,Chargois,200.0,75.0,B,R
charlch01,1881.0,USA,1959.0,Chappy,Charles,175.0,71.0,R,R
charled01,1933.0,USA,,Ed,Charles,170.0,70.0,R,R
charlfr01,1969.0,USA,,Frank,Charles,210.0,76.0,R,R
charlno01,1963.0,USA,,Norm,Charlton,195.0,75.0,B,L
charlos99,1896.0,USA,1954.0,Oscar,Charleston,200.0,72.0,L,L
chartmi01,1916.0,USA,1967.0,Mike,Chartak,180.0,74.0,L,L
chartpe01,1942.0,USA,,Pete,Charton,190.0,74.0,L,R
chaseha01,1883.0,USA,1947.0,Hal,Chase,175.0,72.0,R,L
chaseke01,1913.0,USA,1985.0,Ken,Chase,210.0,74.0,L,L
chathbu01,1901.0,USA,1975.0,Buster,Chatham,150.0,65.0,R,R
chattji01,1864.0,USA,1944.0,Jim,Chatterton,,,,
chatwty01,1989.0,USA,,Tyler,Chatwood,185.0,72.0,R,R
chavaos01,1940.0,Panama,,Ossie,Chavarria,155.0,71.0,R,R
chavean01,1970.0,USA,,Anthony,Chavez,180.0,71.0,R,R
chavean02,1981.0,Panama,,Angel,Chavez,185.0,72.0,R,R
chaveen01,1978.0,Venezuela,,Endy,Chavez,170.0,71.0,L,L
chaveer01,1977.0,USA,,Eric,Chavez,215.0,73.0,L,R
chaveje01,1983.0,USA,,Jesse,Chavez,175.0,74.0,R,R
chavene01,1947.0,Venezuela,1969.0,Nestor,Chavez,170.0,72.0,R,R
chavera01,1973.0,Venezuela,,Raul,Chavez,245.0,71.0,R,R
cheadda01,1952.0,USA,2012.0,Dave,Cheadle,203.0,74.0,L,L
chechch01,1878.0,USA,1938.0,Charlie,Chech,190.0,71.0,R,R
checoro01,1971.0,D.R.,,Robinson,Checo,165.0,73.0,R,R
cheekha01,1879.0,USA,1927.0,Harry,Cheek,160.0,68.0,R,R
cheevvi01,1901.0,USA,1979.0,Virgil,Cheeves,195.0,72.0,R,R
cheliit01,1914.0,USA,1972.0,Italo,Chelini,175.0,70.0,L,L
chenbr01,1977.0,Panama,,Bruce,Chen,215.0,74.0,L,L
chench01,1977.0,Taiwan,,Chin-Feng,Chen,189.0,73.0,R,R
chenela01,1886.0,USA,1969.0,Larry,Cheney,185.0,73.0,R,R
cheneto01,1934.0,USA,2001.0,Tom,Cheney,170.0,71.0,R,R
chenwe02,1985.0,Taiwan,,Wei-Yin,Chen,200.0,72.0,R,L
cherrro01,1979.0,USA,,Rocky,Cherry,225.0,77.0,R,R
chervpa01,1910.0,USA,1976.0,Paul,Chervinko,185.0,68.0,R,R
chesbja01,1874.0,USA,1931.0,Jack,Chesbro,180.0,69.0,R,R
chesnbo01,1921.0,USA,1979.0,Bob,Chesnes,180.0,72.0,B,R
chetkmi01,1917.0,USA,1971.0,Mitch,Chetkovich,208.0,75.0,R,R
cheveto01,1953.0,Nicaragua,,Tony,Chevez,177.0,71.0,R,R
chiamsc01,1966.0,USA,,Scott,Chiamparino,190.0,74.0,R,R
chiassc01,1977.0,USA,,Scott,Chiasson,210.0,75.0,R,R
chicktr01,1984.0,USA,,Travis,Chick,215.0,75.0,R,R
chicoma01,1983.0,USA,,Matt,Chico,210.0,71.0,L,L
chifffl01,1956.0,USA,,Floyd,Chiffer,185.0,74.0,R,R
childbi01,,USA,,Bill,Childers,,,,
childcu01,1867.0,USA,1912.0,Cupid,Childs,185.0,68.0,L,R
childha01,1905.0,USA,1972.0,Harry,Child,187.0,71.0,B,R
childja01,1975.0,USA,,Jason,Childers,160.0,72.0,R,R
childma01,1978.0,USA,,Matt,Childers,215.0,77.0,R,R
childpe01,1871.0,USA,1922.0,Pete,Childs,175.0,67.0,,R
childro01,1962.0,USA,,Rocky,Childress,195.0,74.0,R,R
childsa01,1861.0,USA,1938.0,Sam,Childs,,,,
chilepe01,1867.0,USA,1933.0,Pearce,Chiles,185.0,71.0,R,R
chileri01,1949.0,USA,,Rich,Chiles,170.0,71.0,L,L
chiozdi01,1912.0,USA,1972.0,Dino,Chiozza,170.0,72.0,L,R
chiozlo01,1910.0,USA,1971.0,Lou,Chiozza,172.0,72.0,L,R
chipmbo01,1918.0,USA,1973.0,Bob,Chipman,190.0,74.0,L,L
chippwa01,1918.0,USA,1988.0,Walt,Chipple,168.0,72.0,R,R
chiriro01,1984.0,Venezuela,,Robinson,Chirinos,210.0,73.0,R,R
chiselo01,1988.0,USA,,Lonnie,Chisenhall,190.0,74.0,L,R
chismto01,1954.0,USA,,Tom,Chism,195.0,73.0,L,L
chitiha01,1932.0,USA,2002.0,Harry,Chiti,221.0,74.0,R,R
chitrst01,1967.0,Japan,,Steve,Chitren,180.0,72.0,R,R
chittne01,1933.0,USA,,Nelson,Chittum,180.0,73.0,R,R
chlupbo01,1945.0,USA,,Bob,Chlupsa,215.0,79.0,R,R
choatdo01,1938.0,USA,2018.0,Don,Choate,185.0,72.0,R,R
choatra01,1975.0,USA,,Randy,Choate,205.0,73.0,L,L
choicmi01,1989.0,USA,,Michael,Choice,230.0,72.0,R,R
choihe01,1979.0,South Korea,,Hee-Seop,Choi,235.0,77.0,L,L
choiji01,1991.0,South Korea,,Ji-Man,Choi,230.0,73.0,L,R
choji01,1975.0,South Korea,,Jin Ho,Cho,175.0,72.0,R,R
choosh01,1982.0,South Korea,,Shin-Soo,Choo,210.0,71.0,L,L
chouibo01,1972.0,Philippines,,Bobby,Chouinard,195.0,73.0,R,R
chouife01,1887.0,USA,1955.0,Felix,Chouinard,150.0,67.0,R,R
chounch01,1888.0,USA,1946.0,Chief,Chouneau,150.0,69.0,R,R
chozeha01,1915.0,USA,1994.0,Harry,Chozen,195.0,69.0,R,R
chrisbo01,1945.0,USA,1974.0,Bob,Christian,180.0,70.0,R,R
chrisbr01,1948.0,USA,,Bruce,Christensen,160.0,71.0,L,R
chriscl01,1958.0,USA,,Clay,Christiansen,205.0,77.0,R,R
chriscu01,1899.0,USA,1984.0,Cuckoo,Christensen,156.0,66.0,L,L
chrisga01,1953.0,USA,,Gary,Christenson,200.0,77.0,L,L
chrisja01,1969.0,USA,,Jason,Christiansen,230.0,77.0,R,L
chrisjo01,1935.0,V.I.,,Joe,Christopher,175.0,70.0,R,R
chrisjo02,1960.0,USA,,John,Christensen,205.0,75.0,R,R
chrisju01,1980.0,USA,,Justin,Christian,195.0,73.0,R,R
chrisla01,1953.0,USA,,Larry,Christenson,215.0,76.0,R,R
chrisll01,1893.0,USA,1944.0,Lloyd,Christenbury,165.0,67.0,L,R
chrislo01,1919.0,USA,1991.0,Loyd,Christopher,190.0,74.0,R,R
chrisma01,1913.0,USA,1976.0,Mark,Christman,175.0,71.0,R,R
chrismc01,1975.0,USA,,McKay,Christensen,180.0,71.0,L,L
chrismi01,1957.0,USA,,Mike,Chris,180.0,75.0,L,L
chrismi02,1963.0,USA,,Mike,Christopher,205.0,77.0,R,R
chrisne01,1931.0,USA,2013.0,Neil,Chrisley,187.0,75.0,L,R
chrisni01,1987.0,USA,,Nick,Christiani,190.0,72.0,R,R
chrisru01,1917.0,USA,1954.0,Russ,Christopher,170.0,75.0,R,R
chrisry01,1974.0,USA,,Ryan,Christenson,175.0,71.0,R,R
chrisst01,1957.0,USA,,Steve,Christmas,190.0,72.0,L,R
christi01,1975.0,USA,,Tim,Christman,195.0,72.0,L,L
chulkvi01,1978.0,USA,,Vinnie,Chulk,200.0,74.0,R,R
churcbu01,1924.0,USA,2001.0,Bubba,Church,180.0,72.0,R,R
churchi01,1863.0,USA,1926.0,Hi,Church,,,,
churcle01,1942.0,USA,1988.0,Len,Church,190.0,72.0,B,R
churcry01,1978.0,USA,,Ryan,Church,190.0,73.0,L,L
churnch01,1930.0,USA,2017.0,Chuck,Churn,205.0,75.0,R,R
churrjo01,1900.0,USA,1970.0,John,Churry,172.0,69.0,R,R
chylane99,1922.0,USA,1982.0,Nestor,Chylak,190.0,72.0,,
ciaffla01,1924.0,USA,1991.0,Larry,Ciaffone,185.0,69.0,R,R
cianfar01,1966.0,USA,,Archi,Cianfrocco,200.0,77.0,R,R
ciardma01,1961.0,USA,,Mark,Ciardi,180.0,72.0,R,R
ciasda01,1957.0,USA,,Darryl,Cias,190.0,71.0,R,R
cicerjo01,1910.0,USA,1983.0,Joe,Cicero,167.0,68.0,R,R
cicotal01,1929.0,USA,1982.0,Al,Cicotte,185.0,75.0,R,R
cicoted01,1884.0,USA,1969.0,Eddie,Cicotte,175.0,69.0,B,R
cieslte01,1912.0,USA,1993.0,Ted,Cieslak,175.0,70.0,R,R
cihocal01,1924.0,USA,2014.0,Al,Cihocki,185.0,71.0,R,R
cihoced01,1907.0,USA,1987.0,Ed,Cihocki,163.0,68.0,R,R
ciminpe01,1942.0,USA,,Pete,Cimino,195.0,74.0,R,R
cimolgi01,1929.0,USA,2011.0,Gino,Cimoli,180.0,73.0,R,R
cimorfr01,1968.0,USA,,Frank,Cimorelli,175.0,72.0,R,R
cingrto01,1989.0,USA,,Tony,Cingrani,214.0,76.0,L,L
cintral01,1978.0,P.R.,,Alex,Cintron,210.0,74.0,B,R
ciolalo01,1922.0,USA,1981.0,Lou,Ciola,165.0,69.0,R,R
ciprifr01,1941.0,USA,,Frank,Cipriani,180.0,72.0,R,R
ciriape01,1985.0,D.R.,,Pedro,Ciriaco,180.0,72.0,R,R
cirilje01,1969.0,USA,,Jeff,Cirillo,190.0,74.0,R,R
cisarge01,1910.0,USA,2010.0,George,Cisar,175.0,72.0,R,R
ciscoga01,1936.0,USA,,Galen,Cisco,200.0,72.0,R,R
cishest01,1986.0,USA,,Steve,Cishek,215.0,78.0,R,R
cisnejo01,1989.0,D.R.,,Jose,Cisnero,245.0,75.0,R,R
cissebi01,1904.0,USA,1949.0,Bill,Cissell,170.0,71.0,R,R
citarra01,1958.0,USA,,Ralph,Citarella,180.0,72.0,R,R
clabamo01,1901.0,USA,1984.0,Moose,Clabaugh,185.0,72.0,L,R
clackbo01,1850.0,United Kingdom,1933.0,Bobby,Clack,153.0,69.0,R,R
claggan01,1984.0,USA,,Anthony,Claggett,195.0,75.0,B,R
claibpr01,1988.0,USA,,Preston,Claiborne,225.0,74.0,R,R
clairda01,1897.0,USA,1956.0,Davey,Claire,164.0,68.0,R,R
clancal01,1888.0,USA,1951.0,Al,Clancy,175.0,70.0,R,R
clancbi01,1879.0,USA,1948.0,Bill,Clancy,180.0,74.0,L,R
clancbu01,1900.0,USA,1968.0,Bud,Clancy,170.0,72.0,L,L
clancji01,1955.0,USA,,Jim,Clancy,220.0,76.0,R,R
clantuk01,1898.0,USA,1960.0,Uke,Clanton,165.0,68.0,L,L
